sentences,labels
"Upon receiving the gowns that will help them protect themselves from COVID-19, the professionals at Severo Ochoa Hospital noticed that the package says that they are raincoats. https://t.co/oFiqRTINKe",0
"@oscarroabogado @caordosgoitia @FenalcoCordoba @PoliciaMonteria @monterialcaldia @ccmonteria @ArmandoSevillaT It should be noted that this VAT-free day measure does NOT apply to cash payments and has limitation of amounts and products. On the other hand this exception was not created by the virus crisis, the same had been stipulated law 2010 of 2019 in its articles from 22 to 26.",0
Here we are in the Permanent Deputation of the @Congreso_Es. Now we will vote on whether the Minister of Health should appear to explain what measures they have planned in the face of a possible resurgence of COVID. I look at their Lordships and it seems that this crisis does not go with them. They live in another Spain. https://t.co/TZ8do30VaJ,0
"Let's see; seriously: they did not take measures; they encouraged to go to the 8M; they have been cheated with the tests; they have confined all of Spain; they have blocked the sale of masks and tests; they lie daily about everything; they have 40,000 deaths behind them; on top of that, they want us to keep quiet.

Out, Tyrants! 👊",0
"You don't know fusion from fission, but you have an opinion about nuclear. You don't know what antibodies are, but you know all about vaccines. You don't know viruses from bacteria, but you are an expert on Covid-19. No idea about DNA and RNA, but you poop transgenics.
Good, champ, good.",0
The best thing to do when this happens is to replay the game until I win.,0
"The INE (National Statistics Institute) puts the number of deaths in the pandemic at 48,000 with data from all records https://t.co/0ygmuFLGOF.
It coincides with the data provided by the funeral homes and MOMO. Will this bloodthirsty government continue to claim 27,000 deaths?",0
"Two months in a state of alarm, 26,478 deaths, 223,578 infected, 47,481 healthcare workers with COVID-19, with a Government that has allowed demonstrations, delayed in banning flights, bought PPEs and fake test...And now they want to give us lessons in health management? #ThanksAyuso",0
@SuspendedCuka @arderIANfuegoo I am a doctor fighting covid and you????,0
"@fangomen32 There are other ""scoundrels"" more sons of bitches, like the Pujol family, who do not wear them and also free of any fine, because if someone thinks of messing with them, they pull the blanket .... A country of hypocrites. The virus is being very condescending.",0
"This is what Margarita del Val, virologist and immunologist, researcher at @CSIC and at @CBMSO_CSIC_UAM says.

But what would she know about viruses and epidemics, right?

 https://t.co/5FLaO7y1NR https://t.co/CHZCgU6qGp",0
Research on the effectiveness of a drug to lower the mortality rate of Covid-19 https://t.co/kjGJUQTgiW #alcoy #alcoi,0
"Cermi urges governments to ""no longer delay responses to the destruction caused by the pandemic in the disability sector"": https://t.co/USYFKvcc2C",0
Thank you madrileños,0
"Halo Solar now in Burguillos del Cerro.

#YoMeQuedoEnCasa @davidlopezrey @tiempobrasero @marcredondo @jesusTeniente @Tiempo_Mercedes @aestahoraex @slaplana_tve @ZubiaurreTV @carlos_benito @MarGomezH @laura_madrueno #halosolar https://t.co/rwFB7T79T2",0
"80 new cases in #Malaga of #Coronavirus today, Wednesday.
https://t.co/l28QvmTsI0",0
"Health already recognizes the ""risk of material shortage"" against Covid in the midst of a wave of outbreaks https://t.co/WWopg5OobX",0
Who said that the fucking virus at 40° would not survive?,0
"Mr @sanchezcastejon , as Mayor of Madrid I would have thanked you for your presence at the funeral for the victims of COVID. 

His memory should spur us all on to make a better society.",0
"►12,418 deceased.
►Old people dying alone in their homes ►122,000 businesses destroyed ►122,000 businesses destroyed
►Millions of workers out of work

But RTVE is going to tell us ""the funniest side of living together in times of pandemic"".

#5AprilCacerolada21h",0
📩 The Electoral Board maintains the elections in A Mariña despite the outbreak of #Covid19 https://t.co/FD2xJify0O,0
"@tonyescribano They charge travel allowances @Congreso_Es and go to sleep at home, now skipped the #EstadoDeAlarma.",0
"A round of applause for those who went out with pots and pans in hand to ask to be deconfined in order to let the virus run wild. And another for those who applauded the health workers at 8 o'clock and now do not respect any recommendation.

https://t.co/WaHwVi7B2Q

#SoMuchEffortForThis https://t.co/K6M1eEwoku",0
"Miley Cyrus writing to Pedro Sanchez, welcome to 2020 simulation",0
"The famous peak of contagion, the experts tell us every month, however, it is supposed to arrive now. It will arrive when people are already SICK of being confined. That is what I meant by saying that we started the confinement VERY early. But SO WHAT!",0
"I seem to remember that when a state ""buys"" a company for the common good it has a name like reds or so, but I can't remember now.... 🤔",0
"🚨 

They ask us for reforms to give us handouts and we keep on spending.

They ask us to control #COVID19 to send us tourists and we keep getting worse.

Sanchismo and its people are applauded for their management while the country sinks into misery. 

The Canary Islands are on economic alert.",0
Coordinadora TPA denounces that port companies hide coronavirus positives from their workers https://t.co/szkDoxohrR,0
"🎶 Les Arts (@PalauLesArts) reopens June 12 with a concert to recognize the work of healthcare workers in the face of the #COVID19 pandemic. 

The coliseum will resume its programming with a cycle at popular prices and new security measures https://t.co/jb3bHrX6SF",0
"Pet abandonment skyrockets after the end of confinement.
During the state of alarm the online purchase of dogs increased by 50%, but after the de-escalation nobody wants them.
Miserable, psychopaths. https://t.co/yc0ql2RRCZ via @ABC_Know",0
"Heterosexual European male walking around #Bilbao with my mask as a gift from the @GuardiaCivil while enjoying some @Conguitos.

I see extra points. https://t.co/W4TrKq09Rm",0
"#MostReaded Death toll since start of coronavirus pandemic rises 52% to 43,000 https://t.co/KBf649Ya94",0
"""people"" injecting mistol into their veins in 3...2... https://t.co/txQCMMeoCF",0
"The Hospital Clínico San Carlos and the Polytechnic University of Madrid have developed a diagnostic system that will allow the detection of multiple covid-19 markers in a single ""biokit"", ""much more complete and of higher quality"".

https://t.co/1psmmM6aoY",0
"Ayuso announces the creation of a new hospital with 1,000 beds for COVID-19 in the fall https://t.co/FUsPgyi8Ow",0
"🗣️ @abalosmeco calls on political forces to ""raise their gaze"" and ""overcome the culture of confrontation"" to ""ensure our country's victory against the pandemic.""

💻 Already on our website, info on the appearance of the minister of @mitmagob. 
https://t.co/vezgTGZtJv",0
"The #coronavirus destroys 548,093 #jobs in April despite difficulties in firing. Reports @AlejandraOlcese https://t.co/qCJSUDOKzk",0
"The WHO has been repeating for weeks that the only way to effectively control the pandemic is with ""tests, tests and tests"". But now Fernando Simón says that ""Spain does not need massive tests"". We are leaders in deaths per million inhabitants. We have pyromaniacs putting out the fire.",0
Here is the unpresentable who painted a graffiti on the black ribbon in memory of those killed by coronavirus. Maximum diffusion! https://t.co/7KucifZ7fa,0
It reflects our society that does not want to see... The mask looks like we are wearing it on our eyes!,0
"Mother of mine what an imposture that of @IDiazAyuso crying for the dead of #Covid19.

... ah no, wait, this is the left crying for the sacrifice of a dog with ebola that could cause deaths and outbreaks of contagion.

Memoria, Spain. https://t.co/36SYI5yn3m",0
"Spain: ""We want masks! There are no masks anywhere! What a shame of management, you useless people who can't even provide us with masks!""
Also España: ""I'm not going to wear the mask! It's suffocating me! They want to suffocate us! It's my freedom not to wear it! 
AND SO ON.",0
go to,0
"That left that even organized demonstrations for a dead dog with Ebola:

Hide the more than 23,000 Spaniards killed by this virus

Refuses to declare national mourning 

He even lambastes Isabel Díaz Ayuso for praying for these deceased Spaniards.",0
How do you explain that these people who do not fall into the category of the most vulnerable become seriously ill or die from covid-19? https://t.co/1h0mIBMd5V,0
Impressive work of the Galician association of solidarity with the #sahrawi people 🇪🇭 @sogaps_oficial to support health workers in the fight against the #coronavirus 😍@TVGalicia @Xunta https://t.co/Mff3GlKTUH,0
"Limited capacity everywhere in Spain while the pandemic grows unless you are a PSOE deputy and go to applaud your master, the ""simpa"".",0
Human confinement https://t.co/lsb3cUSH4n,0
"AMLO says that he does not use face masks because it has not been scientifically proven that it protects against COVID19.
Me saying that I could enter the CDMX subway without mouth covers @Claudiashein ? I mean, says your boss. 

#AmloPonteCubrebocas (Put On Mouthwash)",0
"Evicting the cathedral of Granada is an exercise in public health, not like the sets of Telecinco and La Sexta, those essential services graced with immunity to the coronavirus #GobiernoDimision https://t.co/NokzYfFUk9",0
"Tell the truth about the commission handling the pandemic, the real numbers of dead and infected, because they closed the transparency portal... you No #ProtegemosMadrid nor Spain. #AyusoMeRepresenta #GobiernoMiserable #GobiernoSanchezDimision",0
Durísimo correctivo de @Macarena_Olona a @xabierfortes x el tratamiento partidista d @rtve a la crisis del coronavirus. Fortes tries to turn it around and gets a terrible zasca from the spokeswoman of @Vox_es . Para verlo👇 https://t.co/UvGF4U1rVe,0
"Ayuso has been in an aparthotel! While she was sick with coronavirus, separated from her family and working. If only she had gone to the Ruber clinic and taken a month and a half leave like Carmen Calvo! But working...! Who would have thought of that?",0
"As soon as you enter, you are given a mask and sprayed with deodorant.",0
"Today the Government approves the first leg of Plan B that we demanded from @CiudadanosCs to get out of the state of alarm in an orderly manner. 
The measure includes our contributions and is essential to continue fighting Coronavirus and reactivating the economy. #PolíticaÚtil👇 https://t.co/dOvA6peHnK",0
In @elconfidencial: A report ranks Spain's management of the coronavirus as the worst in the world https://t.co/MMqzBLwRNm,0
"Well, no. I don't want to know. In fact, I'll add that I don't give a damn what it might mean for them. Rien de rien. A real piece of shit. A turd falling in the toilet splashing my privates. 

I don't know Mertxe, I'm sorry I can't be more explicit.",0
"43,325 healthcare workers infected by coronavirus #COVID19 in Spain and rising. They also denounce that they are not being screened sufficiently, despite what the Government of Spain says. This is the reality. https://t.co/fhJJxP3an9 https://t.co/loOof1tPP6",0
"@fdvalois2 I was referring to Europe, but it must be said that the US is another tourist powerhouse. That aside, being in Trump's hands can lead to disaster in so many ways that it didn't take a pandemic to bring chaos to that country.",0
"Now it's @RicardoMonrealA's turn to call the entire @senadomexicano, and apologize, as they unwisely called them to secion to approve the #amnestylaw and all because they were boot-licking #ElCacas.",0
"Hanks, after overcoming Covid-19: ""I don't know when we'll be shooting again"" https://t.co/96Og4a2dSk",0
"#Ourense 😊 The #coronavirus disappears from Ourense residences, where the #Sergas confirms that there is no positive for Covid19. https://t.co/sl7VVtlNlg",0
⚡ Congresswoman Cecilia Patrón tests positive for Covid-19 https://t.co/Z784Bz5b7B #Mérida https://t.co/YwTNaViHcm,0
We test Radar COVID: how the contact tracking app we will use in Spain works #COVID19 #l6nalertabrotes Available for Android and iOS https://t.co/jdSgnGiemu,0
"#SinHogarismo. Difficult to manage resources in times of #COVID19 but more difficult will be the subsequent challenge.
#Prevention #ResidentialSolutions #HousingPolicies #HousingGuarantee #RentGuarantee
@ctxt_en 
@albertsc79",0
"My friend @edunavasrubio has given himself a good résumé, I'm looking forward to seeing it! 😍 #PrePartyESatHome #confinement https://t.co/eWo5HdwOQ6",0
"Without a mask next to an old woman. Although it may seem impossible, he always manages to surpass himself. https://t.co/zekiy5fGle",0
"You, who defend with hypotheses your arguments in order not to accept the truth. ""Good thing this pandemic has caught us with the left in government, because if it were for the right"".... ⬇️⬇️",0
Someone tell Padilla to put his mask on properly. https://t.co/M64dY3NgUQ,0
"In these times of home confinement due to the coronavirus, exercise is vital. Not only for physical health, but mental health as well.
See: https://t.co/WxIghpBXkE
#yomequedoencasa #OrtopediaDeportiva #Mastectomy #Corsets #Insoles #Girdles #OrtopediaTecnicaAvenida48 https://t.co/wi96xwqaBb",0
"Canary Islands has 14 active outbreaks with 151 positives, half of them from patera boats
The Canary Islands currently have 14 active outbreaks of coronavirus with 151 positive cases, half of which, 75, correspond to immigrants arriving to the Canary Islands in patera, according to the Ministry of Health.",0
"Instead of wearing a Guardia Civil pin to support someone who has manipulated reports in the middle of a pandemic to attack the Government, what the Royal House should do is to present itself as number 1 of VOX for the province of Switzerland.",0
"@Mippcivzla #18Apr| 📢THE LABEL OF THE DAY!!! ⏩ #ISupportQuarantine.

The Venezuelan people remain in quarantine to win the battle against Covid-19 and prevent its spread. Together we will defeat the coronavirus! https://t.co/vjmEESBIAF",0
"A message for those who wear a mask under the nose: it's like putting a condom on an egg, you wear it, yes, but it's useless.",0
Can the Madrid government please elaborate and explain its plan to control the epidemic and move to phase 1 when possible? Or does the plan consist of complaining loudly while we continue to die?,0
"The European Commission excludes Fernando Simón from the scientific committee to advise the EU on the pandemic despite Spain being the country with the most deaths and infected people.

What damage is being done to Spain and Spaniards by Sánchez and his fake ""experts"".
https://t.co/pTbcyppAkK",0
"Having read the order of the judge of Lleida in which she does not ratify the confinement declared in the Segrià by the president of the Generalitat, I will try, briefly, to explain the reasons given in this resolution for not endorsing what has been agreed by the Administration. Thread goes.",0
"📄Presents results of the joint initiative to jointly address the pandemic.

https://t.co/6mqIACioyK https://t.co/4jRyQFWCO1",0
"What can we do to keep buying that 25% who say they will continue to buy as they did during confinement?

https://t.co/F2EQfPALOy

ELOGIA (Viko Group) @ecommercerentab @josek_net @FaresKameli @jlmontesino Diego Gaminde Montesino-Espartero https://t.co/G7obBf3dCe",0
"In the absence of a headwind, if #walking fast at 4 km/h, the #distance should be at least 5 meters. If #running at 14.4 km / h this distance should be about 10 meters ⤵️ #COVID19 #runners #exercise.
https://t.co/GSVzj2mnIN https://t.co/vY2o45Ejve",0
"Good one by @cristian_rovira joins tomorrow's @Corresponsables webinar that has +250 registrants on responsible management and #communication in times of #coronavirus #DialogosObservaRSE. 
📆Mieevoles at 16:00 
📢Reserve your place here 👉 https://t.co/FqYzWc4OyP https://t.co/CXlCv3eu7f",0
"#COVID19 ⚠️!!️I beg the Ministry of Health @sanidadgob to change the information on their website to: ""it seems VERY likely that airborne virus transmission occurs when talking normally in closed environments"". The latest study (revised), you have it here: https://t.co/YlUPIybvGn https://t.co/rJbFXHMXXt",0
"🦠 COVID-19 GALICIA 

▶️ Three more positives bring the number of coronavirus cases linked to the Xove outbreak to 11

▶️ Apart from this, in the region of A Mariña there are three more positive cases of covid-19, one of them hospitalized in the Public Hospital of La Mariña.",0
"The elderly who died with COVID 19 symptoms can't even count as having died from coronavirus because they weren't even tested. Aqwuí my article today on the subject.
https://t.co/8zSAHsp8Dt",0
Moncloa's tricks to survive the pandemic https://t.co/D1jyVmAt4G,0
"""SARS-CoV-2 viral load today is up to a hundred times lower than in March"" https://t.co/QbTJNZF72o",0
Initiatives of the @PPSenate against #Covid19 - #StateOfAlarm @ppmenorca @ppbalears @populares https://t.co/WUyppvBZCR,0
The Ministry of Health of the @AndaluciaJunta initiates a clinical trial to test the efficacy of a drug for rheumatoid arthritis in patients with COVID19. @Agenda_Empresa,0
"The bulo-mania. Attention to this explanatory video in networks on the Facebook of ministry @sanidadgob . A propósito de bots, trolls y toda la campaña para perseguir las críticas al GOB x la gestión del coronavirus. Hay q verlo 👇 https://t.co/W5eDBOAmLM",0
"The wooden zuecu in #Llion or #Asturies we call them madreñas or galochas, albarcas in #Cantabria or zocas in #Galicia, and since a mayor from #Lion recommends them for #Covid19 they are becoming fashionable. https://t.co/58McbWSRN6",0
"Our distinguished liberals, today abajofirmantes, mark this frivolity and mention countries such as Spain or Argentina.
They forget, oh surprise! Orban's Hungary.

""sign manifesto against confinement and ""authoritarianism"" during pandemic"" https://t.co/gfBAzC91eW",0
"Person warned not to enter supermarket without #mask. Turns around, finds one on the parking lot floor, puts it on and enters. We're going extinct as a species. https://t.co/G7H3AMeYPb",0
"While the government-subsidized trash TV talks about ""reds and faggots"", Minister Grande-Marlaska does Nazi stuff and works in full pandemic to deport 600 Tunisians who have been in Melilla for months.

https://t.co/SeaZaNjnYr",0
"During confinement, let's do what astronauts do! 😎

Your training is currently serving us well in managing #StayAtHome during this #HealthEmergency. 
👩🚀🧑🚀🇲🇽

The @AEM_mx tells you how!

https://t.co/acRpazgwfO https://t.co/qSFMU6Ldtj",0
"#COVID19
We ask the Government to:

🔴authorize urgently the adoption of animals in shelters.

🔴 a moratorium on the breeding of animals for sale be established.

@AnimalesGob @SergioGaTorres please it's urgent!!!

https://t.co/PjVoyg9up7",0
"What @lanuevaespana is doing is amazing, what a bunch of coyones they are... they insult journalism on a daily basis...",0
"Hi, I'm a progre. The 8M demonstration did not increase the contagions, but if you go jogging you're a bastard for spreading the virus, hahaha #cómomolo",0
Abascal and fifteen deputies of Vox defy the confinement measures and go to Congress although today there was no activity and the recommendation is that parliamentarians work from home https://t.co/rnqvu7E91U,0
"@EnfrmraSaturada Here in Aragon, primer no hay, but I yield to this woman my 45 days of virus and the sequelae that I drag more than 100 days later. Instead of speculating on possible job requirements, let her speak with full knowledge of what is happening today. Anyway...",0
@MAWWhitesaw You should do confinement for life.,0
Enough is enough! Wake up Ecuador!,0
"In these times of contingency before the #COVID-19, it is very important to follow all the recommendations to avoid getting infected.

#StayAtHome 

CONNECT, and we will send you all the information. 
📱https://t.co/0RE3JhZywM

#BecauseMostImportantIsYourFamily https://t.co/snOgxAkDSR",0
"A month and a half ago 15-February I went on TV to explain what would happen if measures were not taken to prevent the spread of #COVID19. It seemed like overkill. Worst of all, I #feel_deep_pain that I didn't manage to convince politicians or the media.
👇",0
"DIUUUUUUU NOTICE NAVIGATORS from 00:00 today, home confinement, phase zero in Lérida and some towns in the area.",0
"This pandemic must be taken very seriously, people are dying because of this virus. 

Trump advises injecting bleach into the lungs and now Opus is spreading miraculous cures. 

A madman with a lot of power and a sect giving remedies as if they were experts, what can go wrong?",0
"Admissions fall but covid-19 claims 21 more lives. There are 50 fewer hospitalized patients than 24 hours ago in the province, but mortality continues its advance and reaches 352 deaths https://t.co/sIi2YaBFYZ https://t.co/jVDvg4dtHJ",0
Reportaje | Days of pandemic in La Zarzuela https://t.co/jBARc3CMSo via @elpaissemanal @CasaReal #España,0
"""Any sci-fi fan could have feared such a pandemic."" Great interview with @elia_barcelo in @elcorreo_com https://t.co/kns5Y5Icgv",0
Miami hospital inaugurates special unit for children with COVID-linked syndrome-19 https://t.co/qAh4VCr5xW https://t.co/davC6YFWfn,0
70-year-old American receives hospital bill after being treated by COVID: more than $1 million. https://t.co/INQMdQl7sk,0
"Almost world war III, pandemic, UFOs, killer wasps, HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA how beautiful 2020 is going",0
Accessible communication in times of #COVID19.,0
"Q U E
V E R G Ü E N Z A...

Will this government ever stop lying to Spaniards?",0
"''NOW WE HAVE TO TRACE EVERY SINGLE CASE.'' 

(Give me bigger capital letters)",0
Our contribution to ApS in times of coronavirus gathered in a single interactive image https://t.co/kiWkXmD3sD @UNICEF_EDU @EducaAnd @AshokaSpain @REDestatalAPS @redAndaluzaECG @Ayto_Sevilla @RodrigJG,0
"🛑Not everything is going to be Fuenlabrada information. The confinement has allowed me to resume my blog 'Con yardas y a lo loco' of American soccer, my other great passion.
🏈 OVOID PARTNERS, GATHER ROUND.
https://t.co/tpkrtTbvmw",0
"Tomorrow the committee of economic experts of the Community of Madrid meets to continue advancing in our economic plan and try to alleviate the effects of the #COVID19 crisis.

There is no time to lose.

#VamosMadrid
https://t.co/bYYPWZ4ZO2",0
"🗣️ @janogarcia_, economist and writer, on @partidazocope.

💉 ""I had a blood test last week and they detected antibodies, so I've tested positive for coronavirus.""

😱 ""The numbers of infected we see we should multiply by 20.""

#PartidazoCOPE https://t.co/E948I0BucU",0
"Hey Pablo, you forgot to add that the almost 40 million unemployed in the US because of the Coronavirus, are also the fault of the PSOE.
#DeNada",0
@Montimer94 That's since the pandemic!,0
"Ignacio Escolar and Antonio Maestre, those pseudo journalists, have been left alone in the ""titanic"" task of defending what is by far the world's worst management of the pandemic. https://t.co/LbXt54z8KK",0
"Download the Radar Covid app, it doesn't take up any space and doesn't bother you. https://t.co/6hFgDdzdXt",0
Enjoy the concert 🎼🎵 One World against coronavirus raises nearly €120 million for WHO: a gathering of stars came together to raise money 🔗https://t.co/e5sdWQX65i via .@rtve #EtxeanGeratu #StayAtHome 😷💪📚 https://t.co/qDMEabgCx6,0
IF IT BOTHERS YOU THAT PATERAS COME THROUGH COVID BUT IT DOESN'T BOTHER YOU THAT FLIGHTS COME EVERY DAY WITHOUT AIRPORT TESTING YOU ARE A FUCKING RACIST END OF DISCUSSION.,0
"If they gave me a euro for every time I said ""aunt"", ""in plan"", ""in plan"", ""that is"" or ""shit, the mask!"", I'd be eating croquettes on my yacht right now.",0
In @CostaBlancaNow -&gt; @hoteles_magic bets on 'Safety First' for a safe vacation against #coronavirus https://t.co/3u2MzgjORK #tourism #economy #covid19 #benidorm #gandia #alicante #comunidadvalenciana,0
"11-. And why aren't there any? For a very simple reason: there is not a cent. It is necessary to help companies so that they do not disappear, it is necessary to help jobs not to disappear, it is necessary to avoid the spread of the coronavirus? Impossible.",0
@velardedaoiz2 @jmlopezzafra They will vote even the undead for Covid-8M.,0
"☀️ #HappyMonday. 
📶 Who would have thought that the use of the Internet and digital platforms would be a problem in the middle of a pandemic? 🦠 
🗞️ Don't miss @mventuracs' opinion for @epmediterraneo on the digital divide in the administration 👇
https://t.co/WekvN1ehUy",0
"It is no longer that he is disloyal, it is that he demonstrates an insulting intellectual indigence:

How can you put in the same tweet that Sanchez hides deaths and at the same time use the INE or Instituto Carlos III, which depend on Sanchez's government, to argue it?

Spain deserves another right",0
❌ The #coronavirus and WhatsApp chains: 27 false alerts and remedies that don't work #coronavirusfacts 👇 https://t.co/zC7SyeMSuK,0
"You get a stone in the eye
You are not going to be cured
You do not get a bruise or swelling
Lots of blood above the eye without flooding the eye or staining the mask
You let the blood dry
You call the press to take pictures
What is the name of the comedy? https://t.co/VYBCszaj8B",0
"The Recovery Fund agreed at the #EUCO is endowed with €750 billion. A real Marshall Plan to give a strong response to the #COVID19 crisis, focused on the transformations needed to achieve a more resilient, green, digital and inclusive economy. https://t.co/G7TDllHxPq",0
"The cultural, touristic and patrimonial richness of #CastillayLeón reaches every corner of your home 🏡

Enjoy the history, literature, cinema, art and tourism of our Community 👉🏻 https://t.co/ZgyiGKvhjG from your device.

#YoMeQuedoMeQuedoenCasa #CuidarteEsCuidarnos https://t.co/NxgBUaItPY",0
#EJEMPLAR: 👏 A boy from Cádiz donates his diving mask to the Puerta del Mar Hospital to serve as a respirator https://t.co/Sl7nESJ6yg https://t.co/bPZ19L2O3z,0
"The general secretary of the Communist Party, elected vice-chairman of the Reconstruction Commission. I know. ""Communist"" and ""reconstruction"" in the same sentence. If it were a joke, it would make itself.

But the most serious thing is that it has been in a vote by show of hands, irregular, in which",0
Confinement can affect the emotional well-being of your asthma patients. Discover this video by Dr. Martinez Moragon on emotional management in asthma patients.,0
"If the mask is made mandatory it should be given free of charge. So much minimum vital income and there are no free masks. In fact you pay for them with a VAT of 21%. Unlike Germany, Italy and the UK.",0
"Between the mask and the sunglasses, it's become a good time to raid pharmacies.",0
"The strangest choices:
📨-You will be able to vote from home
🗳️-The polling station will not take your ID card.
🤝-No propaganda will be distributed on the street.
😷-Use of mask https://t.co/YAoctbvSby",0
"When you travel, connect with the local people, you will always come out winning in the #DestinoGeoparqueVilluercasIboresJara because #AquíEstarasMejorQueEnBrazos. 
#YoMeMeQuedoEnCasa #stopcoronavirus #ecotourism #slowtravel #turismoslow @Extremadura_tur @VilluercasGPark https://t.co/oCu0zfKFiD",0
this news does not please the suckers very well president duque 👏👏👏👏,0
"One nurse for 20 patients, 35 advisors for 1 deputy 
Do you guys realize where the pandemic is? 🙄",0
Covid 🇪🇸 = in the last 7 days in Spain there were +~850 cases and 6 deaths.,0
76 days of confinement in Wuhan and here saying we will be out soon 🤡🎪.,0
"Do you need to🍞🍎🍼buy?
✅Individually
✅Safety distance
✅At a nearby super
✅Multi-day purchase

#ThisVirusWeStopItUnited https://t.co/xxHBXz9h47",0
"#EconomicCrash 📉 in the #Eurozone 🇪🇺 by the #Covid19 😷👾.
#PMIComposite falls 13.5% from 29.7% in March.
#ServicesSector and #CommercialActivity falls 11.7% from 26.4% in March.
#Manufacturing sector falls 18.4% from 38.5% in March.
Data #Markit https://t.co/F5LMCRWvHQ",0
"Looking to the Sea
I Contemplate Life
This Life of Difficult Moments
Which I hope to pass on to you right away.
Be Positive
And to face it with courage,
Strength and Optimism.
#JuntosPodemos
#TogetherWeWillResist
#YoMeQuedoEnCasa 
#HappyWeekEnd 
Take care of yourselves
#TardesConSaborAMar🌊💙 https://t.co/v1ZyQlPQ0Y",0
"Covid Spain: 

1. First in contagion rate
2. Second in number of deaths
3. First in sanitary contagions

Always at the head of the worst.
Thank you PSOE!
Thank you Podemos!",0
"Thanks to Carlos we see the numbers of my ex-team Minerva in the 2nd round, so I humbly believe that we have been one of the big losers COVID19 and Parón. Before my departure, I want to thank the great work done by the players and my assistants as well as the support of the fans.",0
"It's starting to get to the time of the year when if there wasn't a pandemic it would be time to go to the town's festivals and all that stuff, live life etc, I'm not talking about what I've been told, I'm playing fall guys but they throw me all the time, it's a really disgusting game.",0
@angel_lopezz_ Energy I don't know but I shit on the fucking coronavirus that has taken Rouge from us man. ....,0
The 5 most viral hoaxes about covid-19 https://t.co/CbjVTd2Xuw #AlfinFake #AlfinSalud,0
"Ayuso's government takes advantage of a pandemic to privatize an essential service of our healthcare system: cleaning.
Today we have been with the cleaning workers of the Gregorio Marañón Hospital defending what belongs to all of us. 
Cleanliness is not sold, it is defended 🙌 https://t.co/aIIVVMJ5pD",0
"Today 532 affected, 2 less than yesterday, 84 people cured and fortunately no deaths today. We are still over 500 affected, but very slowly going down. https://t.co/DLTBibHq9W",0
It won't be Pablo Iglesias' fault? 😪😪,0
"@elros1987 @joanbaldovi If in a few weeks you see that we continue to develop confinement policies identical to the current ones without state of alarm I hope you ask for explanations.
Best regards.",0
Rebound of 700 coronavirus positives in Germany. Yesterday 9000 Germans arrived in Spain. No tests are being done at the airports. I am so afraid of this management.,0
"Ah, what was there to choose?",0
"Tomorrow in #BDAragon we analyze the plan for the automotive sector with the cluster of the sector in Aragon. We also talk about the psychological consequences of the fight against the coronavirus for patients and healthcare workers, and we learn about @unizar's digital classrooms. We start at 8. https://t.co/5EMeOYAZ6z",0
"Lopez-Gatell and no one else knows how far we are from the peak. What is certain is that, despite the underestimation of the numbers of both cases and deaths, the data show that the pandemic has not been ""tamed"" and we are not flattening the curve. Incredibly, ""reopenings"" are planned. 👇",0
@Arare70 Hahahahahahahahaha the confinement at least to me has left me amoeba-like so we'll stuff it with some foam rubber 😂😂😂😂.,0
"We ask the Government to provide us with the necessary PPE and to carry out diagnostic tests for #coronavirus. 51 pharmacists infected and 32 pharmacies affected, the balance in Andalusia to date, and growing by 76%. Complete note ⤵️
https://t.co/IZFmRJV3F1",0
"15.50 h: Pedro Sánchez says he has a scientific report that gives the green light to the end of total confinement (but he has not shown it to anyone).
👉 Antoni Trilla, who advises the Spanish government, assures that he has NOT consulted the expert committee.
🤔 Who do you think is lying?",0
"Those who send their children to private or charter schools DO NOT PAY TAXES?

PSOE and Unidas Podemos exclude private schools from aid for the coronavirus https://t.co/0GOTO3UWpW",0
"Watch out! These @broadinstitute researchers have designed a chip that combines SHERLOCK with microfluidics (which they call CARMEN-Cas13) to detect the presence of 169 viruses (including #SARSCoV2) in hundreds of samples simultaneously! Published in @nature 
https://t.co/vwelxgb6BD",0
"@Santi_ABASCAL @Macarena_Olona @ivanedlm 
EMR: NEWS BLAST! DID BILL GATES FUND THE FINE JUDGEMENT VIRUS? 🧐
https://t.co/tejMJdJELU via @YouTube",0
Athletic joins the mourning in memory of the victims of COVID-19 https://t.co/P5moEIGmWJ,0
"Doctor Sara Bravo, 28 years old, died at the Mancha Centro de Alcázar due to #CODVID19 https://t.co/aQoqBzWBHq Third victim among the medical and healthcare collective #Death #Coronavirus https://t.co/HSojxTBatn",0
"▶ @IdiazAyuso on @elprogramadear: ""We have to go against this epidemic, prevent this from happening again. We must have a clear strategy as a country."" https://t.co/zFm1KswWaI",0
"Without diagnosis, without real data on the incidence of #COVID19 in the city of Valencia, there is no reconstruction.

We want to know the figures.

📺 @7televalencia https://t.co/Cbv5tqlanh",0
You have to be a miserable wretch like @SimancasRafael to say this when it was the @PSOE who turned Madrid into the epicenter of the pandemic by encouraging a tragic 8-M demonstration that should never have been held because the EU advised against it https://t.co/d6NsmpwA3V,0
"Coronavirus #contagios and #deaths increase in Balearic Islands 

https://t.co/6tXssW2S5e @sanidadgob @SalutPublicaIB https://t.co/qijCIWpYcT",0
